"","asv_code","kingdom","supergroup","division","class","order","family","genus","species","casv_code","PR2_matches","biogeo","taxon_level","trophic_mode"
"1657","f3fdd14c0e","Eukaryota","Archaeplastida","Chlorophyta","Mamiellophyceae","Dolichomastigales","Dolichomastigaceae","Dolichomastigaceae-B","Dolichomastigaceae-B_sp.","f3fdd14c0e","  0","Unallocated","class","mixotrophic"
"1658","3b67c78523","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II_X","Dino-Group-II_XX","Dino-Group-II_XX_sp.","3b67c78523","  0","Unallocated","class","heterotrophic"
"1659","636c12f9a9","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","636c12f9a9","  0","Unallocated","class","photosynthetic"
"1660","4df975d88b","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Leegaardiellidae_B","Leegaardiella","Leegaardiella_sp.","4df975d88b","  0","Unallocated","order","heterotrophic"
"1661","afb956c085","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Chytriodiniaceae","Chytriodinium","Chytriodinium_affine","afb956c085","  0","Unallocated","class","dinoflagellata"
"1662","7ae9f7c7c5","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Marimonadida","Marimonadida_X","Marimonadida_XX","Marimonadida_XX_sp.","7ae9f7c7c5","  0","Unallocated","class","heterotrophic"
"1663","812135fddc","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","812135fddc","  0","Unallocated","class","photosynthetic"
"1664","09d7b0b463","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophysiales","Dinophysiaceae","Sinophysis","Sinophysis_verruculosa","09d7b0b463","  0","Unallocated","family","dinoflagellata"
"1665","3af3780ca0","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-12","Dino-Group-II-Clade-12_X","Dino-Group-II-Clade-12_X_sp.","ef43318a64","  0","Polar","class","heterotrophic"
"1666","3060561ace","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.","3060561ace","  0","Unallocated","class","heterotrophic"
"1667","927d2572a2","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.","927d2572a2","  0","Unallocated","class","heterotrophic"
"1668","b7494ba2bf","Eukaryota","Alveolata","Ciliophora","Prostomatea_1","Prostomatea_1_X","Colepidae","Tiarina","Tiarina_fusa","b7494ba2bf","  0","Unallocated","class","heterotrophic"
"1669","30a28ad28f","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_X","Labyrinthulomycetes_X_LAB13","Labyrinthulomycetes_X_LAB13_X","Labyrinthulomycetes_X_LAB13_X_sp.","30a28ad28f","  0","Unallocated","class","heterotrophic"
"1670","06637839ec","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-39","Dino-Group-II-Clade-39_X","Dino-Group-II-Clade-39_X_sp.","06637839ec","  0","Unallocated","class","heterotrophic"
"1671","4aba0aa187","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.","4aba0aa187","  0","Unallocated","class","heterotrophic"
"1672","7f6fe03e30","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-III","Dino-Group-III_X","Dino-Group-III_XX","Dino-Group-III_XX_sp.","7f6fe03e30","  0","Unallocated","class","heterotrophic"
"1673","9473f693d1","Eukaryota","Alveolata","Ciliophora","Ciliophora_X","Ciliophora_XX","Protocruziidae","Protocruzia","Protocruzia_sp.","9473f693d1","  0","Unallocated","class","heterotrophic"
"1674","c1b1299ec6","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Peregriniidae","Peregrinia","Peregrinia_sp.","c1b1299ec6","  0","Unallocated","class","heterotrophic"
"1675","394ea459f5","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-IV","Dino-Group-IV-Syndinium-Group","Syndinium","Syndinium_turbo","394ea459f5","  0","Unallocated","class","heterotrophic"
"1676","521939acfc","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Parmales_env_2","Parmales_env_2_X","Parmales_env_2_X_sp.","521939acfc","  0","Unallocated","class","photosynthetic"
"1677","2e38e92cf2","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.","2e38e92cf2","  0","Unallocated","class","heterotrophic"
"1678","3766d15518","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-8","Dino-Group-I-Clade-8_X","Dino-Group-I-Clade-8_X_sp.","3766d15518","  0","Unallocated","class","heterotrophic"
"1679","cde960cbfc","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_X","Labyrinthulomycetes_X_LAB10","Labyrinthulomycetes_X_LAB10_X","Labyrinthulomycetes_X_LAB10_X_sp.","cde960cbfc","  0","Unallocated","class","heterotrophic"
"1680","9546818f71","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Mataza-lineage","Mataza-lineage_X","Mataza-lineage_X_sp.","9546818f71","  0","Unallocated","class","heterotrophic"
"1681","e81f38f86f","Eukaryota","Hacrobia","Telonemia","Telonemia_X","Telonemia_XX","Telonemia-Group-1","Telonemia-Group-1_X","Telonemia-Group-1_X_sp.","9f96c12de5","  0","Polar","class","heterotrophic"
"1682","63926c8a23","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","63926c8a23","  0","Unallocated","class","photosynthetic"
"1683","b26cc158da","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Leegaardiellidae_B","Leegaardiella","Leegaardiella_sp.","b26cc158da","  0","Unallocated","order","heterotrophic"
"1684","f097e7ce1b","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_sp.","f097e7ce1b","  0","Unallocated","genus","mixotrophic"
"1685","cc5788e8fa","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","589b3111ef","  0","Cosmopolitan","class","heterotrophic"
"1686","aef63f6581","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-3","Dino-Group-II-Clade-3_X","Dino-Group-II-Clade-3_X_sp.","aef63f6581","  0","Unallocated","class","heterotrophic"
"1687","9ecd256130","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II_X","Dino-Group-II_XX","Dino-Group-II_XX_sp.","9ecd256130","  0","Unallocated","class","heterotrophic"
"1688","a86f0c05db","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.","a86f0c05db","  0","Temperate","class","dinoflagellata"
"1689","bfbde5edbd","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Oomycota_XX","Chlamydomyzium","Chlamydomyzium_sp.","bfbde5edbd","  0","Unallocated","class","heterotrophic"
"1690","4a76302b85","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Parmales_env_2","Parmales_env_2_X","Parmales_env_2_X_sp.","4a76302b85","  0","Unallocated","class","photosynthetic"
"1691","4bee4ba4c9","Eukaryota","Rhizaria","Cercozoa","Filosa-Granofilosea","Filosa-Granofilosea_X","Novel-Gran-234","Novel-Gran-234_X","Novel-Gran-234_X_sp.","4bee4ba4c9","  0","Unallocated","class","heterotrophic"
"1692","a0c6817251","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Chytriodiniaceae","Chytriodinium","Chytriodinium_roseum","a0c6817251","  0","Unallocated","class","dinoflagellata"
"1693","40e9f64f59","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-2","Dino-Group-I-Clade-2_X","Dino-Group-I-Clade-2_X_sp.","0177ff8689","  0","Polar","class","heterotrophic"
"1694","900397ed00","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Goniodomataceae","Alexandrium","Alexandrium_sp_02","900397ed00","  0","Unallocated","genus","dinoflagellata"
"1695","1d52733a8a","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros","Chaetoceros_decipiens","380bdc1b9c","  1","Temperate","species","photosynthetic"
"1696","0517f735af","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","0517f735af","  0","Unallocated","class","photosynthetic"
"1697","e767c2d63b","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_7","Hartmannulidae","Hartmannulidae_X","Hartmannulidae_X_sp.","e767c2d63b","  0","Unallocated","division","heterotrophic"
"1698","1a6adcafc6","Eukaryota","Alveolata","Chrompodellids","Colpodellidea","Colpodellida","Colpodellaceae","Colpodella","Colpodella_sp.","1a6adcafc6","  0","Unallocated","class","heterotrophic"
"1699","0e0fc567ae","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriida","Ebriidae","Ebria","Ebria_tripartita","0e0fc567ae","  0","Unallocated","species","heterotrophic"
"1700","6ec058630e","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-3","Dino-Group-II-Clade-3_X","Dino-Group-II-Clade-3_X_sp.","6ec058630e","  0","Unallocated","class","heterotrophic"
"1701","32e6327cff","Eukaryota","Alveolata","Perkinsea","Perkinsida","Perkinsida_X","Parvilucifera-group","Parvilucifera","Parvilucifera_prorocentri","32e6327cff","  0","Unallocated","class","heterotrophic"
"1702","b313ae8525","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Parmales_env_2","Parmales_env_2_X","Parmales_env_2_X_sp.","b313ae8525","  0","Unallocated","class","photosynthetic"
"1703","80b280d0a8","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-III","Dino-Group-III_X","Dino-Group-III_XX","Dino-Group-III_XX_sp.","344facc53e","  0","Polar","class","heterotrophic"
"1704","d3c1cdca37","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","d3c1cdca37","  0","Unallocated","class","photosynthetic"
"1705","50c06d21ad","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","50c06d21ad","  0","Unallocated","class","photosynthetic"
"1706","a4ce750dbb","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-21","Dino-Group-II-Clade-21_X","Dino-Group-II-Clade-21_X_sp.","aa25b53275","  0","Cosmopolitan","class","heterotrophic"
"1707","f4ac7d1a5e","Eukaryota","Stramenopiles","Stramenopiles_X","Stramenopiles_XX","Stramenopiles_XXX","Stramenopiles_XXXX","Stramenopiles_XXXXX","Stramenopiles_XXXXX_sp.","6c73bf1d08","  0","Polar","class","heterotrophic"
"1708","91deb9796b","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.","ea5d467ab4","  0","Temperate-Tropical","class","dinoflagellata"
"1709","d3e3622199","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","d3e3622199","  0","Unallocated","class","heterotrophic"
"1710","b259c4001a","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Parmales_env_2","Parmales_env_2_X","Parmales_env_2_X_sp.","b259c4001a","  0","Unallocated","class","photosynthetic"
"1711","12ad7a9005","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Suctoria","Acinetidae_1","Acinetidae_1_X","Acinetidae_1_X_sp.","12ad7a9005","  0","Unallocated","division","heterotrophic"
"1712","b825a83ec8","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-4","Dino-Group-II-Clade-4_X","Dino-Group-II-Clade-4_X_sp.","132fcfafbb","  0","Polar-Temperate","class","heterotrophic"
"1713","09d339c229","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","09d339c229","  0","Unallocated","class","heterotrophic"
"1714","5fe19f628d","Eukaryota","Stramenopiles","Pseudofungi","MAST-2","MAST-2D","MAST-2D_X","MAST-2D_XX","MAST-2D_XX_sp.","5fe19f628d","  0","Unallocated","class","heterotrophic"
"1715","61f7103847","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriida","TAGIRI1-lineage","TAGIRI1-lineage_X","TAGIRI1-lineage_X_sp.","61f7103847","  0","Unallocated","class","heterotrophic"
"1716","0296e0e523","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriida","Botuliformidae","Botuliformidae_X","Botuliformidae_X_sp.","0296e0e523","  0","Unallocated","class","heterotrophic"
"1717","70571fccb8","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriida","TAGIRI1-lineage","TAGIRI1-lineage_X","TAGIRI1-lineage_X_sp.","70571fccb8","  0","Unallocated","class","heterotrophic"
"1718","b75494f9c8","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","b75494f9c8","  0","Unallocated","class","heterotrophic"
"1719","7f40ddaa12","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","8ea9f6af1b","  0","Temperate-Tropical","class","heterotrophic"
"1720","4c132b16fb","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","6c5ca74951","  0","Polar","class","heterotrophic"
"1721","410a50fa9f","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp.","410a50fa9f","  0","Unallocated","class","heterotrophic"
"1722","17dec5c98b","Eukaryota","Stramenopiles","Sagenista","MAST-8","MAST-8D","MAST-8D_X","MAST-8D_XX","MAST-8D_XX_sp.","17dec5c98b","  0","Unallocated","class","heterotrophic"
"1723","f2780ea14c","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Euplotidae","Euplotes","Euplotes_sp.","f2780ea14c","  0","Unallocated","class","heterotrophic"
"1724","3ca0d32d76","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-44","Dino-Group-II-Clade-44_X","Dino-Group-II-Clade-44_X_sp.","3ca0d32d76","  0","Unallocated","class","heterotrophic"
"1725","54045e8d4b","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas","Chlamydomonas_raudensis","54045e8d4b","  0","Unallocated","order","photosynthetic"
"1726","dc28f7c666","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesiaceae","Prymnesium","Prymnesium_sp.","dc28f7c666","  0","Unallocated","family","mixotrophic"
"1727","c1de431958","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium_dorsalisulcum","c1de431958","  0","Unallocated","class","dinoflagellata"
"1728","8bb4eca981","Eukaryota","Archaeplastida","Prasinodermophyta","Prasinodermophyceae","Prasinodermales","Prasinodermaceae","Prasinoderma","Prasinoderma_sp.","8bb4eca981","  0","Unallocated","genus","photosynthetic"
"1729","b9a53e7044","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Helicopedinella","Helicopedinella_sp.","b9a53e7044","  0","Unallocated","class","photosynthetic"
"1730","603a8e5fff","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II_X","Dino-Group-II_XX","Dino-Group-II_XX_sp.","2335d980e3","  0","Polar","class","heterotrophic"
"1731","9b600b49aa","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Cocconeis","Cocconeis_stauroneiformis","9b600b49aa","  0","Unallocated","class","photosynthetic"
"1732","c2b3891d22","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Olpidophydiales","Olpidiopsis","Olpidiopsis_sp.","b63ad92d97","  0","Polar","class","heterotrophic"
"1733","cd4f6ce3e1","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-3","Dino-Group-I-Clade-3_X","Dino-Group-I-Clade-3_X_sp.","cd4f6ce3e1","  0","Unallocated","class","heterotrophic"
"1734","f80f93c531","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.","f80f93c531","  0","Unallocated","class","dinoflagellata"
"1735","329512a30f","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae","Neoheteromita","Neoheteromita_sp.","329512a30f","  0","Unallocated","class","heterotrophic"
"1736","ceb267d6db","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium_sp.","ceb267d6db","  0","Unallocated","class","dinoflagellata"
"1737","5d355c0a21","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-12","Dino-Group-II-Clade-12_X","Dino-Group-II-Clade-12_X_sp.","5d355c0a21","  0","Temperate-Tropical","class","heterotrophic"
"1738","dbd3d48db8","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Filosa-Imbricatea_X","Novel-clade-2","Novel-clade-2_X","Novel-clade-2_X_sp.","dbd3d48db8","  0","Unallocated","class","heterotrophic"
"1739","c861086140","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","1d5bac6c8c","  0","Cosmopolitan","class","heterotrophic"
"1740","7a1e3f809b","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesiaceae","Prymnesium","Prymnesium_sp.","7a1e3f809b","  0","Unallocated","family","mixotrophic"
"1741","0aa58b5224","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Spumella","Spumella_sp.","ed7152bd76","  2","Unallocated","genus","heterotrophic"
"1742","35d2174a32","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Chytriodiniaceae","Chytriodinium","Chytriodinium_roseum","c4b415b9b5","  0","Polar-Temperate","class","dinoflagellata"
"1743","7db762d1da","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas","Cryothecomonas_aestivalis","7db762d1da","  0","Unallocated","species","mixotrophic"
"1744","69c040674a","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-D","Chrysophyceae_Clade-D_X","Chrysophyceae_Clade-D_X_sp.","69c040674a","  0","Unallocated","class","mixotrophic"
"1745","8b3338cfea","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-9","Dino-Group-II-Clade-9_X","Dino-Group-II-Clade-9_X_sp.","cfa996e8ca","  0","Temperate-Tropical","class","heterotrophic"
"1746","27c6bcde09","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriida","Botuliformidae","Botuliformidae_X","Botuliformidae_X_sp.","27c6bcde09","  0","Unallocated","class","heterotrophic"
"1747","305546ccef","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriida","TAGIRI1-lineage","TAGIRI1-lineage_X","TAGIRI1-lineage_X_sp.","305546ccef","  0","Unallocated","class","heterotrophic"
"1748","24146cc1fb","Eukaryota","Archaeplastida","Prasinodermophyta","Prasinodermophyceae","Prasinodermales","Prasinodermaceae","Prasinoderma","Prasinoderma_sp.","24146cc1fb","  0","Unallocated","genus","photosynthetic"
"1749","e4f32beb6b","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Olpidophydiales","Olpidiopsis","Olpidiopsis_sp.","e4f32beb6b","  0","Unallocated","class","heterotrophic"
"1750","dd3d1e804a","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Apostomatia","Foettingeriidae","Hyalophysa","Hyalophysa_lwoffi","dd3d1e804a","  0","Unallocated","class","heterotrophic"
"1751","19ac527676","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.","4baa8b61c1","  0","Unallocated","class","heterotrophic"
"1752","ca00017efb","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp.","491c395b4e","  0","Cosmopolitan","class","heterotrophic"
"1753","63c822a1b7","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","Luciella","Luciella_sp.","01b3563dbe","  0","Temperate-Tropical","order","dinoflagellata"
"1754","9f8f5cbefe","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.","1e1d570f45","  0","Polar","class","heterotrophic"
"1755","71468ac96a","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Thigmophryidae","Myxophyllum","Myxophyllum_sp.","71468ac96a","  0","Unallocated","class","heterotrophic"
"1756","85a75b95c4","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-3","Dino-Group-II-Clade-3_X","Dino-Group-II-Clade-3_X_sp.","85a75b95c4","  0","Unallocated","class","heterotrophic"
"1757","7240bac35f","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Parmales_env_2","Parmales_env_2_X","Parmales_env_2_X_sp.","7240bac35f","  0","Unallocated","class","photosynthetic"
"1758","28d72dddfb","Eukaryota","Rhizaria","Cercozoa","Endomyxa-Phytomyxea","Phagomyxida","Phagomyxidae","Phagomyxa","Phagomyxa_bellerocheae","28d72dddfb","  0","Unallocated","class","heterotrophic"
"1759","1be537a6c7","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.","1be537a6c7","  0","Unallocated","class","dinoflagellata"
"1760","9802f2039b","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Marimonadida","Marimonadida_X","Pseudopirsonia","Pseudopirsonia_mucosa","9802f2039b","  0","Unallocated","species","heterotrophic"
"1761","10eadac73b","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","Thoracosphaeraceae_X","Thoracosphaeraceae_X_sp.","10eadac73b","  0","Unallocated","order","dinoflagellata"
"1762","587fe1a696","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-9","Dino-Group-II-Clade-9_X","Dino-Group-II-Clade-9_X_sp.","9da33bd55d","  0","Polar-Temperate","class","heterotrophic"
"1763","03224f20e4","Eukaryota","Archaeplastida","Chlorophyta","Nephroselmidophyceae","Nephroselmidales","Nephroselmidales_X","Nephroselmis","Nephroselmis_pyriformis","03224f20e4","  0","Unallocated","species","mixotrophic"
"1764","4a1fbf4985","Eukaryota","Rhizaria","Radiolaria","Acantharea","Acantharea_D","Acantharea_D2","Acanthocolla","Acanthocolla_solidissima","4a1fbf4985","  0","Unallocated","division","heterotrophic"
"1765","5faaabba47","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-47","Dino-Group-II-Clade-47_X","Dino-Group-II-Clade-47_X_sp.","a8825cfe19","  0","Polar","class","heterotrophic"
"1766","e2d3b8687f","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","0dcfd573cf","  0","Cosmopolitan","class","heterotrophic"
"1767","2e2e2ff0ec","Eukaryota","Stramenopiles","Pseudofungi","Pirsonia_Clade","Pirsonia_Clade_X","Pirsonia_Clade_XX","Pirsonia_Clade__XXX","Pirsonia_Clade__XXX_sp.","2e2e2ff0ec","  0","Unallocated","class","heterotrophic"
"1768","73232b5690","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Euglyphida","Euglyphidae","Trachelocorythion","Trachelocorythion_pulchellum","73232b5690","  0","Unallocated","class","heterotrophic"
"1769","7f28af8f8c","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-4","Dino-Group-I-Clade-4_X","Dino-Group-I-Clade-4_X_sp.","dae77881fa","  0","Temperate-Tropical","class","heterotrophic"
"1770","00b3a5264c","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.","00b3a5264c","  0","Unallocated","class","heterotrophic"
"1771","f528bfde2c","Eukaryota","Stramenopiles","Pseudofungi","Developea","Developea_X","Developea_XX","Developayella","Developayella_sp.","f528bfde2c","  0","Unallocated","class","heterotrophic"
"1772","2d597c581c","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II_X","Dino-Group-II_XX","Dino-Group-II_XX_sp.","2d597c581c","  0","Temperate-Tropical","class","heterotrophic"
"1773","4c82271790","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_X","Labyrinthulomycetes_X_LAB10","Labyrinthulomycetes_X_LAB10_X","Labyrinthulomycetes_X_LAB10_X_sp.","4c82271790","  0","Unallocated","class","heterotrophic"
