"","asv_code","kingdom","supergroup","division","class","order","family","genus","species","casv_code","PR2_matches","biogeo","taxon_level","trophic_mode"
"432","fe53610627","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Leegaardiellidae_B","Leegaardiella","Leegaardiella_sp.","d89de8c5ff","  0","Polar","order","heterotrophic"
"433","f727b87704","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Acanthoecidae_Group_G","Acanthoecidae_Group_G_X","Acanthoecidae_Group_G_X_sp.","31680ce93f","  0","Polar","order","heterotrophic"
"434","83f5a54727","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriida","Ebriidae","Ebria","Ebria_tripartita","83f5a54727","  0","Unallocated","species","heterotrophic"
"435","2d2ea8e50d","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-D","Chrysophyceae_Clade-D_X","Chrysophyceae_Clade-D_X_sp.","2d2ea8e50d","  1","Unallocated","class","mixotrophic"
"436","d28510e69b","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Oblongichytrida","Oblongichytridiaceae","Oblongichytrium","Oblongichytrium_sp.","ff7750b640","  0","Unallocated","class","heterotrophic"
"437","43aecfe0e5","Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3I","MAST-3I_X","MAST-3I_XX","MAST-3I_XX_sp.","109dd28c06","  0","Polar-Temperate","class","heterotrophic"
"438","18df93efe8","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.","8d52b3f9d6","  0","Polar","class","dinoflagellata"
"439","7cdbf3a960","Eukaryota","Rhizaria","Radiolaria","Polycystinea","Nassellaria","Cannobotryidae","Cannobotryidae_X","Cannobotryidae_X_sp.","7e48fab454","  0","Polar","order","mixotrophic"
"440","81f95ea1f6","Eukaryota","Hacrobia","Telonemia","Telonemia_X","Telonemia_XX","Telonemia-Group-1","Telonemia-Group-1_X","Telonemia-Group-1_X_sp.","5baf0be691","  0","Polar","class","heterotrophic"
"441","d349231f19","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-30","Dino-Group-II-Clade-30_X","Dino-Group-II-Clade-30_X_sp.","c2c0782d99","  0","Cosmopolitan","class","heterotrophic"
"442","8cd40842b2","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-16","Dino-Group-II-Clade-16_X","Dino-Group-II-Clade-16_X_sp.","159409c78c","  0","Cosmopolitan","class","heterotrophic"
"443","c95a3628d5","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.","085488958e","  0","Polar-Temperate","class","heterotrophic"
"444","dbc0a8c1ec","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas-lineage_X","Cryothecomonas-lineage_X_sp.","d5f1c9bf83","  0","Polar","class","heterotrophic"
"445","c50cf22669","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae","Strombidiidae_X","Strombidiidae_X_sp.","fd59792071","  0","Unallocated","family","mixotrophic"
"446","ca6ebb186e","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.","c238d9866a","  0","Temperate-Tropical","class","dinoflagellata"
"447","3ba36b482a","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Pelagodinium","Pelagodinium_beii","e3ef04003d","  0","Polar","order","dinoflagellata"
"448","1ce9fbc1e1","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa","Protaspa_sp.","1ce9fbc1e1","  0","Unallocated","class","heterotrophic"
"449","af75e92d0a","Eukaryota","Hacrobia","Picozoa","Picozoa_X","Picozoa_XX","Picozoa_XXX","Picozoa_XXXX","Picozoa_XXXX_sp.","a72dd88759","  0","Polar","class","heterotrophic"
"450","68e6cfd9ef","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Parmales_env_3","Parmales_env_3_X","Parmales_env_3_X_sp.","f20c9302a9","  0","Polar","class","photosynthetic"
"451","cd294280a5","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_helveticum","5e68b043c7","  0","Polar","species","heterotrophic"
"452","fe213a3d82","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros","Chaetoceros_cinctus","2bf92a5c03","  0","Polar","species","photosynthetic"
"453","155f784526","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pinnularia","Pinnularia_sp.","155f784526","  0","Unallocated","class","photosynthetic"
"454","1255b6d5e9","Eukaryota","Alveolata","Ciliophora","Nassophorea","Nassophorea_X","Discotrichidae","NASSO_1","NASSO_1_sp.","5355693437","  0","Polar-Temperate","class","heterotrophic"
"455","7e769add03","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Euplotidae","Euplotes","Euplotes_sinicus","7e769add03","  0","Unallocated","class","heterotrophic"
"456","2b4c8c55d9","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-20","Dino-Group-II-Clade-20_X","Dino-Group-II-Clade-20_X_sp.","c8c8c9cc68","  0","Polar-Temperate","class","heterotrophic"
"457","cb5772b660","Eukaryota","Archaeplastida","Chlorophyta","Mamiellophyceae","Dolichomastigales","Dolichomastigaceae","Dolichomastigaceae-B","Dolichomastigaceae-B_sp.","f6cc429de4","  0","Polar","class","mixotrophic"
"458","0064d0fcfc","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_1","PHYLL_4","PHYLL_4_X","PHYLL_4_X_sp.","4246841656","  0","Polar","division","heterotrophic"
"459","c8f97c8161","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_2","Lynchellidae_1","Chlamydonellopsis","Chlamydonellopsis_sp.","c8f97c8161","  0","Unallocated","division","heterotrophic"
"460","d88c12a83f","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas","Cryothecomonas_aestivalis","2c15763d66","  0","Polar-Temperate","species","mixotrophic"
"461","0b6c0ed68f","Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3F","MAST-3F_X","MAST-3F_XX","MAST-3F_XX_sp.","f5b80bb4cb","  0","Polar","class","heterotrophic"
"462","66cfd4d7bf","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","66cfd4d7bf","  0","Unallocated","class","photosynthetic"
"463","ef39b8840b","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Philasterida","Parauronema","Parauronema_longum","0b3b6f6774","  0","Temperate","class","heterotrophic"
"464","9048560a21","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudogomphonema","Pseudogomphonema_sp.","b27e420ef0","  0","Unallocated","class","photosynthetic"
"465","e24b16a58d","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","e24b16a58d","  1","Unallocated","class","photosynthetic"
"466","6a4e1f3700","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Triparmaceae","Triparma","Triparma_sp.","6823b189c9","  0","Polar","class","photosynthetic"
"467","e6cde23e60","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.","ad5ae8e5c6","  0","Polar","class","dinoflagellata"
"468","1f9108bd05","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Mataza-lineage","Mataza-lineage_X","Mataza-lineage_X_sp.","b42a614701","  0","Polar","class","heterotrophic"
"469","e3fae9a4c1","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp.","cb8d6fff0d","  0","Cosmopolitan","class","heterotrophic"
"470","ff90e51aff","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae","Strombidiidae_X","Strombidiidae_X_sp.","ff90e51aff","  0","Unallocated","family","mixotrophic"
"471","7375569dfa","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pleurosigma","Pleurosigma_intermedium","0e8dbd7e16","  0","Polar","genus","photosynthetic"
"472","0cad23ee7c","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","0cad23ee7c","  0","Unallocated","class","photosynthetic"
"473","b9ee1ec540","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-H","Chrysophyceae_Clade-H_X","Chrysophyceae_Clade-H_X_sp.","33bf67d011","  0","Polar","class","mixotrophic"
"474","f0501dd7e4","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","OLIGO5","OLIGO5_X","OLIGO5_XX","OLIGO5_XX_sp.","57f66242c3","  0","Polar","class","heterotrophic"
"475","8f01cc9c72","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","8f01cc9c72","  0","Unallocated","class","photosynthetic"
"476","c27fb4e3e3","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","9a13788a73","  0","Polar","class","photosynthetic"
"477","c30137cff3","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas-lineage_X","Cryothecomonas-lineage_X_sp.","8048dd750c","  0","Unallocated","class","heterotrophic"
"478","04462a806c","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidomataceae","Azadinium","Azadinium_trinitatum","9539d75dc3","  0","Polar-Temperate","order","dinoflagellata"
"479","190083992e","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-F","Chrysophyceae_Clade-F_X","Chrysophyceae_Clade-F_X_sp.","d17ab98b0a","  0","Polar","class","mixotrophic"
"480","19375156b9","Eukaryota","Archaeplastida","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae","Chlorodendrales_XX","Chlorodendrales_XX_sp.","19375156b9","  0","Unallocated","division","photosynthetic"
"481","475e01827a","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.","5f10a7a4f5","  0","Polar","class","heterotrophic"
"482","738cd02f86","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Stauroneis","Stauroneis_kriegeri","738cd02f86","  0","Unallocated","class","photosynthetic"
"483","d98dd60089","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.","d0eda0903e","  0","Polar","class","dinoflagellata"
"484","cdb76287bb","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Cocconeis","Cocconeis_scutellum","cdb76287bb","  0","Unallocated","species","photosynthetic"
"485","429e72e1f8","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidiniopsidaceae","Islandinium","Islandinium_tricingulatum","429e72e1f8","  0","Unallocated","species","heterotrophic"
"486","fe0e0bacaf","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Marimonadida","Marimonadida_X","Marimonadida_XX","Marimonadida_XX_sp.","fe0e0bacaf","  0","Unallocated","class","heterotrophic"
"487","0d0d5c4f1b","Eukaryota","Hacrobia","Telonemia","Telonemia_X","Telonemia_XX","Telonemia-Group-1","Telonemia-Group-1_X","Telonemia-Group-1_X_sp.","ef68e76fd4","  0","Unallocated","class","heterotrophic"
"488","824355b32b","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-V","Dino-Group-V_X","Dino-Group-V_XX","Dino-Group-V_XX_sp.","3696308606","  0","Temperate-Tropical","class","heterotrophic"
"489","1574be131c","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","e4d50dcc72","  0","Polar-Temperate","species","heterotrophic"
"490","41f0e3d947","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","41f0e3d947","  0","Unallocated","class","photosynthetic"
"491","1e1db8f5f5","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Philasterida","Philasterida_X","Philasterida_X_sp.","5dc9fc581d","  0","Polar","class","heterotrophic"
"492","f8cf8b7963","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_helveticum","b1f87cf12c","  0","Polar","species","heterotrophic"
"493","69901bc028","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.","a9939abf63","  0","Unallocated","class","heterotrophic"
"494","18cfa5416b","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Marimonadida","Marimonadida_X","Marimonadida_XX","Marimonadida_XX_sp.","e3d15c9cd3","  0","Polar","class","heterotrophic"
"495","9bc452771b","Eukaryota","Apusozoa","Apusomonadidae","Apusomonadidae_Group-1","Apusomonadidae_Group-1_X","Apusomonadidae_Group-1_XX","Apusomonadidae_Group-1_XXX","Apusomonadidae_Group-1_XXX_sp.","0839685a38","  0","Polar","class","heterotrophic"
"496","b2c43d9430","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Uronychia","Uronychia_sp.","c32fe0659d","  0","Polar","class","heterotrophic"
"497","ac80102447","Eukaryota","Alveolata","Ciliophora","Litostomatea","Haptoria_6","Lacrymariidae","Lacrymariidae_X","Lacrymariidae_X_sp.","ac80102447","  0","Unallocated","class","heterotrophic"
"498","5ca6124bd6","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Stauroneis","Stauroneis_kriegeri","ac45b769a3","  0","Polar","class","photosynthetic"
"499","b0ac6617f9","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_1","Thigmophryidae","Myxophyllum","Myxophyllum_sp.","6918b90ab8","  0","Unallocated","class","heterotrophic"
"500","bd3c0f6311","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Euplotidae","Euplotes","Euplotes_charon","bd3c0f6311","  0","Unallocated","class","heterotrophic"
"501","e0c684b888","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.","02c9fdff76","  0","Unallocated","class","heterotrophic"
"502","3b42402987","Eukaryota","Alveolata","Ciliophora","Litostomatea","Haptoria_5","Pleurostomatida","Pleurostomatida_X","Pleurostomatida_X_sp.","3b42402987","  0","Unallocated","class","heterotrophic"
"503","40ca6f60d5","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium_sp.","96e807c961","  0","Polar","class","dinoflagellata"
"504","8da0123371","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.","eaf67cd48b","  0","Temperate-Tropical","class","dinoflagellata"
"505","fca41d6301","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Goniomonadales","Goniomonadales_X","Goniomonadales_XX","Goniomonadales_XX_sp.","fca41d6301","  0","Unallocated","class","photosynthetic"
"506","2defc0e9c6","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesiaceae","Pseudohaptolina","Pseudohaptolina_birgeri","2defc0e9c6","  0","Unallocated","family","mixotrophic"
"507","2fb364186b","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pedinellales_X","Pedinellales_X_sp.","c33476728f","  0","Unallocated","class","photosynthetic"
"508","5618b2c882","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_X","Labyrinthulomycetes_X_LAB15","Labyrinthulomycetes_X_LAB15_X","Labyrinthulomycetes_X_LAB15_X_sp.","f0132a0872","  0","Polar","class","heterotrophic"
"509","56b6c3bb3e","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-22","Dino-Group-II-Clade-22_X","Dino-Group-II-Clade-22_X_sp.","7c39ed94d8","  0","Cosmopolitan","class","heterotrophic"
"510","890b1e39ca","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II_X","Dino-Group-II-Clade-52_X","Dino-Group-II-Clade-52_X_sp.","0650aadc5c","  0","Polar-Temperate","class","heterotrophic"
"511","453e164cc5","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","OLIGO5","OLIGO5_X","OLIGO5_XX","OLIGO5_XX_sp.","028c500083","  0","Polar-Temperate","class","heterotrophic"
"512","81eed1ed45","Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3I","MAST-3I_X","MAST-3I_XX","MAST-3I_XX_sp.","81eed1ed45","  0","Unallocated","class","heterotrophic"
"513","1fdeb8e109","Eukaryota","Stramenopiles","Pseudofungi","MAST-2","MAST-2D","MAST-2D_X","MAST-2D_XX","MAST-2D_XX_sp.","a4e660336f","  0","Unallocated","class","heterotrophic"
"514","c9c918b439","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas","Chlamydomonas_raudensis","feafda2e47","  0","Polar","order","photosynthetic"
"515","c3170253ec","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-I","Chrysophyceae_Clade-I_X","Chrysophyceae_Clade-I_X_sp.","2c2a76415d","  0","Polar-Temperate","class","mixotrophic"
"516","30f9310759","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Entomoneis","Entomoneis_sp.","30f9310759","  0","Unallocated","class","photosynthetic"
"517","08c8c3133d","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ventricleftida","CCW10-lineage","CCW10-lineage_X","CCW10-lineage_X_sp.","ce9f081d3f","  0","Unallocated","class","heterotrophic"
"518","1ba3372122","Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3D","MAST-3D_X","MAST-3D_XX","MAST-3D_XX_sp.","4e225035d6","  0","Polar-Temperate","class","heterotrophic"
"519","4196f7ee0c","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Goniomonadales","Goniomonadales_X","Goniomonadales_XX","Goniomonadales_XX_sp.","734ec627ba","  0","Unallocated","class","photosynthetic"
"520","37344a904a","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas-lineage_X","Cryothecomonas-lineage_X_sp.","d88ac5efa9","  0","Polar","class","heterotrophic"
"521","eceb9f304d","Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3F","MAST-3F_X","MAST-3F_XX","MAST-3F_XX_sp.","eceb9f304d","  0","Polar-Temperate","class","heterotrophic"
"522","b4689f8fab","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","b4689f8fab","  0","Unallocated","class","photosynthetic"
"523","6f897e755a","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_throndsenii","f4a898c13e","  0","Polar","genus","mixotrophic"
"524","98902e231f","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Euglyphida","Paulinellidae","Paulinella","Paulinella_chromatophora","98902e231f","  0","Unallocated","class","heterotrophic"
"525","dbfeb8824a","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Melosira","Melosira_arctica","81c68f51a8","  0","Polar","species","photosynthetic"
"526","e5ae1d2041","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_B","Strombidiidae_B_X","Strombidiidae_B_X_sp.","4b61335c1d","  1","Polar-Temperate","class","heterotrophic"
"527","5e5d081dff","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pedinellales_X","Pedinellales_X_sp.","fe75b3e128","  0","Unallocated","class","photosynthetic"
"528","8e858fa41e","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_1","PHYLL_4","PHYLL_4_X","PHYLL_4_X_sp.","1de210d1b6","  0","Polar","division","heterotrophic"
"529","a6eded0cce","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriida","Botuliformidae","Botuliformidae_X","Botuliformidae_X_sp.","a6eded0cce","  0","Unallocated","class","heterotrophic"
"530","ac268c96c4","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_D","Stephanoecidae_Group_D_X","Stephanoecidae_Group_D_X_sp.","89aab5d0af","  0","Polar-Temperate","order","heterotrophic"
"531","238a1e6f35","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.","fca2490bad","  0","Temperate-Tropical","genus","dinoflagellata"
"532","cf9398a6f1","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriida","TAGIRI1-lineage","TAGIRI1-lineage_X","TAGIRI1-lineage_X_sp.","cf9398a6f1","  0","Unallocated","class","heterotrophic"
"533","1908d6b924","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_2","Lynchellidae_1","Chlamydonellopsis","Chlamydonellopsis_sp.","1908d6b924","  0","Unallocated","division","heterotrophic"
"534","a46da47698","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","a46da47698","  0","Unallocated","class","photosynthetic"
"535","99e834fc2f","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Tintinnidae_X","Tintinnidae_X_sp.","26aa714eb8","  0","Polar","class","heterotrophic"
"536","c26ab060b8","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_B","Strombidiidae_B_X","Strombidiidae_B_X_sp.","03957c7159","  0","Cosmopolitan","class","heterotrophic"
"537","e452f1f6d1","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Hemidiscaceae_X","Hemidiscaceae_X_sp.","afeffab910","  2","Polar-Temperate","class","photosynthetic"
"538","5e6089fe1a","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Goniomonadales","Goniomonadales_X","Goniomonadales_XX","Goniomonadales_XX_sp.","c16ada1437","  0","Polar","class","photosynthetic"
"539","dd6788ac8a","Eukaryota","Stramenopiles","Ochrophyta","MOCH-2","MOCH-2_X","MOCH-2_XX","MOCH-2_XXX","MOCH-2_XXX_sp.","2303a12770","  0","Polar","class","photosynthetic"
"540","d33e980dfc","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","d33e980dfc","  0","Unallocated","class","photosynthetic"
"541","7cbb60fd8a","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pedinellales_X","Pedinellales_X_sp.","20e202104f","  0","Unallocated","class","photosynthetic"
"542","999894317f","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Oblongichytrida","Oblongichytridiaceae","Oblongichytrium","Oblongichytrium_sp.","5940d5fa20","  0","Polar","class","heterotrophic"
"543","a8cb190e55","Eukaryota","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","CONThreeP_XX","Askenasia","Askenasia_sp.","a8cb190e55","  0","Unallocated","class","heterotrophic"
"544","4d4f0c6420","Eukaryota","Hacrobia","Telonemia","Telonemia_X","Telonemia_XX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp.","5eed2bf542","  0","Temperate-Tropical","class","heterotrophic"
"545","71dd50752d","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pinnularia","Pinnularia_sp.","71dd50752d","  0","Unallocated","class","photosynthetic"
"546","9834b48aab","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Thaumatomonadidae","Reckertia","Reckertia_filosa","9834b48aab","  0","Unallocated","class","heterotrophic"
"547","6c7c0b26bc","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.","d017488b48","  0","Polar","class","dinoflagellata"
"548","888059cbe8","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidiniopsidaceae","Archaeperidinium","Archaeperidinium_minutum","888059cbe8","  0","Unallocated","species","heterotrophic"
"549","c34de02abb","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_A","Strobilidiidae_A_X","Strobilidiidae_A_X_sp.","0b3ae39c94","  0","Polar","order","heterotrophic"
"550","ba01d48b55","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","ba01d48b55","  0","Unallocated","class","photosynthetic"
"551","b8168ef538","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Leegaardiellidae_B","Leegaardiella","Leegaardiella_sp.","31f5f8789b","  0","Polar","order","heterotrophic"
"552","9460a0873a","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Goniodomataceae","Alexandrium","Alexandrium_ostenfeldii","ddd41677d8"," 33","Polar-Temperate","species","mixotrophic"
"553","977ff71080","Eukaryota","Alveolata","Ciliophora","Litostomatea","Haptoria_6","Lacrymariidae","Lacrymariidae_X","Lacrymariidae_X_sp.","26b8cb76e0","  0","Polar","class","heterotrophic"
"554","24b503b1e4","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriida","Botuliformidae","Botuliformidae_X","Botuliformidae_X_sp.","24b503b1e4","  0","Unallocated","class","heterotrophic"
