"","casv_code","Arctic","N_Temperate","S_Temperate","Antarctic","Tropical","n","Arctic_pct","N_Temperate_pct","Tropical_pct","S_Temperate_pct","Antarctic_pct","Temperate_pct","Polar_pct","biogeo"
"2431","2decf632ed",0,7,0,0,0,7,0,1,0,0,0,1,0,"Temperate"
"2432","2dfc98f067",0,6,0,0,0,6,0,1,0,0,0,1,0,"Temperate"
"2433","2e0c671b0d",0,9,6,0,0,15,0,0.6,0,0.4,0,1,0,"Temperate"
"2434","2e1d0dd6ba",0,0,0,11,0,11,0,0,0,0,1,0,1,"Polar"
"2435","2e21c8b675",18,0,63,48,0,129,0.13953488372093,0,0,0.488372093023256,0.372093023255814,0.488372093023256,0.511627906976744,"Polar-Temperate"
"2436","2e256ff115",0,0,8,0,0,8,0,0,0,1,0,1,0,"Temperate"
"2437","2e28b38d89",40,0,0,0,0,40,1,0,0,0,0,0,1,"Polar"
"2438","2e337220ac",0,5,0,0,0,5,0,1,0,0,0,1,0,"Temperate"
"2439","2e36019db3",0,5,5,0,0,10,0,0.5,0,0.5,0,1,0,"Temperate"
"2440","2e37bf5e1b",0,10,20,0,5,35,0,0.285714285714286,0.142857142857143,0.571428571428571,0,0.857142857142857,0,"Temperate-Tropical"
"2441","2e45167f8b",0,13,20,0,0,33,0,0.393939393939394,0,0.606060606060606,0,1,0,"Temperate"
"2442","2e4a90b08a",0,5,0,0,0,5,0,1,0,0,0,1,0,"Temperate"
"2443","2e4cb5d3ab",0,0,45,0,0,45,0,0,0,1,0,1,0,"Temperate"
"2444","2e587435f9",0,0,0,0,15,15,0,0,1,0,0,0,0,"Tropical"
"2445","2e5b28235b",0,0,0,0,10,10,0,0,1,0,0,0,0,"Tropical"
"2446","2e5c852f56",0,13,0,0,0,13,0,1,0,0,0,1,0,"Temperate"
"2447","2e5f9345dc",0,0,53,60,0,113,0,0,0,0.469026548672566,0.530973451327434,0.469026548672566,0.530973451327434,"Polar-Temperate"
"2448","2e68c120c8",0,0,0,0,5,5,0,0,1,0,0,0,0,"Tropical"
"2449","2e6a958a16",8,6,0,0,0,14,0.571428571428571,0.428571428571429,0,0,0,0.428571428571429,0.571428571428571,"Polar-Temperate"
"2450","2e71617238",0,0,5,0,0,5,0,0,0,1,0,1,0,"Temperate"
"2451","2e761f0462",0,22,17,0,26,65,0,0.338461538461538,0.4,0.261538461538462,0,0.6,0,"Temperate-Tropical"
"2452","2e7955de5c",0,39,40,0,20,99,0,0.393939393939394,0.202020202020202,0.404040404040404,0,0.797979797979798,0,"Temperate-Tropical"
"2453","2e800e187a",0,8,16,0,5,29,0,0.275862068965517,0.172413793103448,0.551724137931034,0,0.827586206896552,0,"Temperate-Tropical"
"2454","2e83589e2f",0,0,9,0,0,9,0,0,0,1,0,1,0,"Temperate"
"2455","2e83611e84",29,0,0,0,0,29,1,0,0,0,0,0,1,"Polar"
"2456","2e85781c2d",54,0,0,0,0,54,1,0,0,0,0,0,1,"Polar"
"2457","2e859fe8fb",0,6,0,0,0,6,0,1,0,0,0,1,0,"Temperate"
"2458","2e86b418b4",0,5,14,0,0,19,0,0.263157894736842,0,0.736842105263158,0,1,0,"Temperate"
"2459","2e87c21b06",0,6,0,0,0,6,0,1,0,0,0,1,0,"Temperate"
"2460","2e8818bbf6",0,23,44,0,0,67,0,0.343283582089552,0,0.656716417910448,0,1,0,"Temperate"
"2461","2e89e04f52",0,7,0,0,0,7,0,1,0,0,0,1,0,"Temperate"
"2462","2e8c7f4885",0,0,8,0,0,8,0,0,0,1,0,1,0,"Temperate"
"2463","2e8ee29f10",9,13,6,0,0,28,0.321428571428571,0.464285714285714,0,0.214285714285714,0,0.678571428571429,0.321428571428571,"Polar-Temperate"
"2464","2e8f533f90",0,0,34,26,0,60,0,0,0,0.566666666666667,0.433333333333333,0.566666666666667,0.433333333333333,"Polar-Temperate"
"2465","2e9309f50b",0,8,18,0,5,31,0,0.258064516129032,0.161290322580645,0.580645161290323,0,0.838709677419355,0,"Temperate-Tropical"
"2466","2ea57afdbe",0,0,5,0,0,5,0,0,0,1,0,1,0,"Temperate"
"2467","2eb5a8f088",0,0,0,0,6,6,0,0,1,0,0,0,0,"Tropical"
"2468","2ebb3a38fe",0,46,93,0,142,281,0,0.163701067615658,0.505338078291815,0.330960854092527,0,0.494661921708185,0,"Temperate-Tropical"
"2469","2ec811ed10",0,0,7,13,0,20,0,0,0,0.35,0.65,0.35,0.65,"Polar-Temperate"
"2470","2ec8986e27",0,7,12,0,0,19,0,0.368421052631579,0,0.631578947368421,0,1,0,"Temperate"
"2471","2ed28bc6b3",0,0,0,0,6,6,0,0,1,0,0,0,0,"Tropical"
"2472","2ee5ea095b",0,0,16,12,0,28,0,0,0,0.571428571428571,0.428571428571429,0.571428571428571,0.428571428571429,"Polar-Temperate"
"2473","2ee5fab76a",38,0,0,0,0,38,1,0,0,0,0,0,1,"Polar"
"2474","2ef1013275",0,0,5,10,0,15,0,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,"Polar-Temperate"
"2475","2efeb0fbcc",0,5,0,0,0,5,0,1,0,0,0,1,0,"Temperate"
"2476","2f043c6006",55,8,36,21,10,130,0.423076923076923,0.0615384615384615,0.0769230769230769,0.276923076923077,0.161538461538462,0.338461538461538,0.584615384615385,"Cosmopolitan"
"2477","2f0587fe6b",0,10,0,0,0,10,0,1,0,0,0,1,0,"Temperate"
"2478","2f05e4f0b9",0,0,6,0,0,6,0,0,0,1,0,1,0,"Temperate"
"2479","2f0881c2b5",12,0,0,0,0,12,1,0,0,0,0,0,1,"Polar"
"2480","2f09e9f534",0,0,5,0,8,13,0,0,0.615384615384615,0.384615384615385,0,0.384615384615385,0,"Temperate-Tropical"
"2481","2f11cd7b57",6,0,0,0,0,6,1,0,0,0,0,0,1,"Polar"
"2482","2f13d12297",0,0,24,39,0,63,0,0,0,0.380952380952381,0.619047619047619,0.380952380952381,0.619047619047619,"Polar-Temperate"
"2483","2f15701dc1",0,43,62,0,15,120,0,0.358333333333333,0.125,0.516666666666667,0,0.875,0,"Temperate-Tropical"
"2484","2f177f9773",12,0,9,0,0,21,0.571428571428571,0,0,0.428571428571429,0,0.428571428571429,0.571428571428571,"Polar-Temperate"
"2485","2f1bb6ea49",0,0,8,0,0,8,0,0,0,1,0,1,0,"Temperate"
"2486","2f1e3649b4",0,0,5,0,0,5,0,0,0,1,0,1,0,"Temperate"
"2487","2f245bbda1",0,6,0,0,0,6,0,1,0,0,0,1,0,"Temperate"
"2488","2f276770e8",0,7,0,0,0,7,0,1,0,0,0,1,0,"Temperate"
"2489","2f2e3e613f",0,5,0,0,0,5,0,1,0,0,0,1,0,"Temperate"
"2490","2f3197ea21",0,0,5,0,0,5,0,0,0,1,0,1,0,"Temperate"
"2491","2f327d03c0",0,5,0,0,0,5,0,1,0,0,0,1,0,"Temperate"
"2492","2f45fb92df",9,0,0,0,0,9,1,0,0,0,0,0,1,"Polar"
"2493","2f4d82ff39",0,26,42,0,85,153,0,0.169934640522876,0.555555555555556,0.274509803921569,0,0.444444444444444,0,"Temperate-Tropical"
"2494","2f501f621a",0,0,9,0,0,9,0,0,0,1,0,1,0,"Temperate"
"2495","2f509c83a5",0,0,0,0,5,5,0,0,1,0,0,0,0,"Tropical"
"2496","2f526c182a",0,0,15,0,0,15,0,0,0,1,0,1,0,"Temperate"
"2497","2f57e05fee",0,12,30,0,15,57,0,0.210526315789474,0.263157894736842,0.526315789473684,0,0.736842105263158,0,"Temperate-Tropical"
"2498","2f5847a0bb",0,21,0,0,0,21,0,1,0,0,0,1,0,"Temperate"
"2499","2f5d23ba55",14,0,0,0,0,14,1,0,0,0,0,0,1,"Polar"
"2500","2f5f4ce10b",0,8,7,0,5,20,0,0.4,0.25,0.35,0,0.75,0,"Temperate-Tropical"
"2501","2f64c2f302",0,0,11,17,0,28,0,0,0,0.392857142857143,0.607142857142857,0.392857142857143,0.607142857142857,"Polar-Temperate"
"2502","2f70eb5611",0,0,0,0,5,5,0,0,1,0,0,0,0,"Tropical"
"2503","2f72291abf",0,5,8,0,66,79,0,0.0632911392405063,0.835443037974684,0.10126582278481,0,0.164556962025316,0,"Temperate-Tropical"
"2504","2f74a8e1d3",0,0,5,0,23,28,0,0,0.821428571428571,0.178571428571429,0,0.178571428571429,0,"Temperate-Tropical"
"2505","2f7b4e1f0c",0,0,0,0,5,5,0,0,1,0,0,0,0,"Tropical"
"2506","2f7ddd7a9e",0,0,7,0,0,7,0,0,0,1,0,1,0,"Temperate"
"2507","2f819595bd",0,0,6,0,8,14,0,0,0.571428571428571,0.428571428571429,0,0.428571428571429,0,"Temperate-Tropical"
"2508","2f8c582d99",0,7,0,0,20,27,0,0.259259259259259,0.740740740740741,0,0,0.259259259259259,0,"Temperate-Tropical"
"2509","2f8d19e2a4",0,0,12,15,0,27,0,0,0,0.444444444444444,0.555555555555556,0.444444444444444,0.555555555555556,"Polar-Temperate"
"2510","2f90c69b5c",10,0,0,0,0,10,1,0,0,0,0,0,1,"Polar"
"2511","2f92414f3e",5,0,0,0,0,5,1,0,0,0,0,0,1,"Polar"
"2512","2f9bde6714",0,0,0,8,0,8,0,0,0,0,1,0,1,"Polar"
"2513","2f9c6c5ced",0,7,0,0,0,7,0,1,0,0,0,1,0,"Temperate"
"2514","2f9ff7f83a",0,0,0,0,11,11,0,0,1,0,0,0,0,"Tropical"
"2515","2fa5615ddf",0,8,12,0,7,27,0,0.296296296296296,0.259259259259259,0.444444444444444,0,0.740740740740741,0,"Temperate-Tropical"
"2516","2fb141dad1",8,0,0,0,0,8,1,0,0,0,0,0,1,"Polar"
"2517","2fb3aeb57e",0,0,0,0,5,5,0,0,1,0,0,0,0,"Tropical"
"2518","2fbd792f1f",0,8,0,0,0,8,0,1,0,0,0,1,0,"Temperate"
"2519","2fbebde757",0,38,6,0,0,44,0,0.863636363636364,0,0.136363636363636,0,1,0,"Temperate"
"2520","2fbfbcb07e",0,0,0,6,0,6,0,0,0,0,1,0,1,"Polar"
"2521","2fcb3c5a46",0,11,0,0,0,11,0,1,0,0,0,1,0,"Temperate"
"2522","2fced24ca3",0,5,0,0,0,5,0,1,0,0,0,1,0,"Temperate"
"2523","2fda740c2e",0,0,0,13,0,13,0,0,0,0,1,0,1,"Polar"
"2524","2fde611adf",0,0,8,0,0,8,0,0,0,1,0,1,0,"Temperate"
"2525","2fdea493a1",0,15,9,0,17,41,0,0.365853658536585,0.414634146341463,0.219512195121951,0,0.585365853658537,0,"Temperate-Tropical"
"2526","2fe85d82eb",0,0,8,9,0,17,0,0,0,0.470588235294118,0.529411764705882,0.470588235294118,0.529411764705882,"Polar-Temperate"
"2527","2feda3a70c",0,14,13,0,0,27,0,0.518518518518518,0,0.481481481481481,0,1,0,"Temperate"
"2528","2ff06a392a",0,0,22,32,0,54,0,0,0,0.407407407407407,0.592592592592593,0.407407407407407,0.592592592592593,"Polar-Temperate"
"2529","2ff473ae4c",0,6,0,0,0,6,0,1,0,0,0,1,0,"Temperate"
"2530","2ffe31fff6",0,0,21,26,0,47,0,0,0,0.446808510638298,0.553191489361702,0.446808510638298,0.553191489361702,"Polar-Temperate"
"2531","300a56b0aa",38,0,0,0,0,38,1,0,0,0,0,0,1,"Polar"
"2532","300b229436",0,7,16,0,0,23,0,0.304347826086957,0,0.695652173913043,0,1,0,"Temperate"
"2533","301495c2df",0,0,0,12,0,12,0,0,0,0,1,0,1,"Polar"
"2534","3017d5af97",0,6,0,0,0,6,0,1,0,0,0,1,0,"Temperate"
"2535","3023c9b233",47,8,5,6,0,66,0.712121212121212,0.121212121212121,0,0.0757575757575758,0.0909090909090909,0.196969696969697,0.803030303030303,"Polar-Temperate"
"2536","3030bc4f0b",0,0,10,0,8,18,0,0,0.444444444444444,0.555555555555556,0,0.555555555555556,0,"Temperate-Tropical"
"2537","303d73805c",6,0,0,0,0,6,1,0,0,0,0,0,1,"Polar"
"2538","30493fbd07",0,0,0,0,6,6,0,0,1,0,0,0,0,"Tropical"
"2539","305bf4623f",0,0,25,34,0,59,0,0,0,0.423728813559322,0.576271186440678,0.423728813559322,0.576271186440678,"Polar-Temperate"
"2540","30627243e8",16,81,69,0,54,220,0.0727272727272727,0.368181818181818,0.245454545454545,0.313636363636364,0,0.681818181818182,0.0727272727272727,"Cosmopolitan"
"2541","30630e85af",0,13,0,0,0,13,0,1,0,0,0,1,0,"Temperate"
"2542","3063e44ab5",0,0,12,0,0,12,0,0,0,1,0,1,0,"Temperate"
"2543","306409c966",0,45,64,0,59,168,0,0.267857142857143,0.351190476190476,0.380952380952381,0,0.648809523809524,0,"Temperate-Tropical"
"2544","30687ba3a2",0,13,7,0,0,20,0,0.65,0,0.35,0,1,0,"Temperate"
"2545","3069c575a6",0,8,0,0,12,20,0,0.4,0.6,0,0,0.4,0,"Temperate-Tropical"
"2546","306c7aa88d",0,6,0,0,0,6,0,1,0,0,0,1,0,"Temperate"
"2547","306e39f42c",0,0,10,0,5,15,0,0,0.333333333333333,0.666666666666667,0,0.666666666666667,0,"Temperate-Tropical"
"2548","30788e91c1",0,0,7,0,5,12,0,0,0.416666666666667,0.583333333333333,0,0.583333333333333,0,"Temperate-Tropical"
"2549","30795aeeef",6,0,0,0,0,6,1,0,0,0,0,0,1,"Polar"
"2550","307aa5cc8a",0,0,5,0,0,5,0,0,0,1,0,1,0,"Temperate"
"2551","307dea089c",0,0,0,0,8,8,0,0,1,0,0,0,0,"Tropical"
"2552","3082ff41b7",0,0,10,11,0,21,0,0,0,0.476190476190476,0.523809523809524,0.476190476190476,0.523809523809524,"Polar-Temperate"
"2553","30973e1d91",0,0,6,0,19,25,0,0,0.76,0.24,0,0.24,0,"Temperate-Tropical"
"2554","309d0481e4",0,0,8,6,0,14,0,0,0,0.571428571428571,0.428571428571429,0.571428571428571,0.428571428571429,"Polar-Temperate"
"2555","30a570d3ad",0,5,0,0,0,5,0,1,0,0,0,1,0,"Temperate"
"2556","30a9f2b1f3",0,15,18,0,26,59,0,0.254237288135593,0.440677966101695,0.305084745762712,0,0.559322033898305,0,"Temperate-Tropical"
"2557","30ab8acebc",0,0,6,0,0,6,0,0,0,1,0,1,0,"Temperate"
"2558","30abda1a55",0,5,30,0,50,85,0,0.0588235294117647,0.588235294117647,0.352941176470588,0,0.411764705882353,0,"Temperate-Tropical"
"2559","30b0c59f3c",0,0,0,0,5,5,0,0,1,0,0,0,0,"Tropical"
"2560","30b6052f7f",0,9,9,0,11,29,0,0.310344827586207,0.379310344827586,0.310344827586207,0,0.620689655172414,0,"Temperate-Tropical"
"2561","30bd5bb432",31,0,24,17,0,72,0.430555555555556,0,0,0.333333333333333,0.236111111111111,0.333333333333333,0.666666666666667,"Polar-Temperate"
"2562","30c37934a6",0,0,7,0,0,7,0,0,0,1,0,1,0,"Temperate"
"2563","30c65d1e34",0,0,5,0,6,11,0,0,0.545454545454545,0.454545454545455,0,0.454545454545455,0,"Temperate-Tropical"
"2564","30ca4db46b",0,29,0,0,0,29,0,1,0,0,0,1,0,"Temperate"
"2565","30d14d5aaa",0,0,7,0,0,7,0,0,0,1,0,1,0,"Temperate"
"2566","30d3890899",0,0,12,5,0,17,0,0,0,0.705882352941177,0.294117647058824,0.705882352941177,0.294117647058824,"Polar-Temperate"
"2567","30daf7e7ea",0,0,6,0,23,29,0,0,0.793103448275862,0.206896551724138,0,0.206896551724138,0,"Temperate-Tropical"
"2568","30db2963ff",0,0,0,0,12,12,0,0,1,0,0,0,0,"Tropical"
"2569","30dc8ffca9",0,0,16,19,0,35,0,0,0,0.457142857142857,0.542857142857143,0.457142857142857,0.542857142857143,"Polar-Temperate"
"2570","30dc93b96f",0,0,0,0,11,11,0,0,1,0,0,0,0,"Tropical"
"2571","30e63fad8e",0,0,9,10,0,19,0,0,0,0.473684210526316,0.526315789473684,0.473684210526316,0.526315789473684,"Polar-Temperate"
"2572","30edc782ac",0,5,0,0,8,13,0,0.384615384615385,0.615384615384615,0,0,0.384615384615385,0,"Temperate-Tropical"
"2573","30fa853957",0,18,62,0,24,104,0,0.173076923076923,0.230769230769231,0.596153846153846,0,0.769230769230769,0,"Temperate-Tropical"
"2574","30fce380b4",0,33,41,0,13,87,0,0.379310344827586,0.149425287356322,0.471264367816092,0,0.850574712643678,0,"Temperate-Tropical"
"2575","30ffd3832d",0,21,0,0,0,21,0,1,0,0,0,1,0,"Temperate"
"2576","310334927e",0,0,12,20,0,32,0,0,0,0.375,0.625,0.375,0.625,"Polar-Temperate"
"2577","3107702e5c",0,0,6,0,19,25,0,0,0.76,0.24,0,0.24,0,"Temperate-Tropical"
"2578","310eadfe10",9,0,0,0,0,9,1,0,0,0,0,0,1,"Polar"
"2579","3111cef906",0,0,5,0,43,48,0,0,0.895833333333333,0.104166666666667,0,0.104166666666667,0,"Temperate-Tropical"
"2580","31155df208",0,5,0,0,8,13,0,0.384615384615385,0.615384615384615,0,0,0.384615384615385,0,"Temperate-Tropical"
"2581","311e80d113",7,0,0,0,0,7,1,0,0,0,0,0,1,"Polar"
"2582","3120050940",0,0,25,34,0,59,0,0,0,0.423728813559322,0.576271186440678,0.423728813559322,0.576271186440678,"Polar-Temperate"
"2583","31205a1956",0,17,0,0,0,17,0,1,0,0,0,1,0,"Temperate"
"2584","312a2f486c",0,0,48,52,0,100,0,0,0,0.48,0.52,0.48,0.52,"Polar-Temperate"
"2585","3134c31cff",0,0,0,0,13,13,0,0,1,0,0,0,0,"Tropical"
"2586","313984dbd7",0,5,0,0,0,5,0,1,0,0,0,1,0,"Temperate"
"2587","313bbb32f4",0,0,13,0,0,13,0,0,0,1,0,1,0,"Temperate"
"2588","3142a0b0b1",8,81,135,24,37,285,0.0280701754385965,0.284210526315789,0.129824561403509,0.473684210526316,0.0842105263157895,0.757894736842105,0.112280701754386,"Cosmopolitan"
"2589","31454e6894",36,0,0,0,0,36,1,0,0,0,0,0,1,"Polar"
"2590","314c76c0c1",0,0,9,8,0,17,0,0,0,0.529411764705882,0.470588235294118,0.529411764705882,0.470588235294118,"Polar-Temperate"
"2591","314ca8e8e5",60,5,0,0,0,65,0.923076923076923,0.0769230769230769,0,0,0,0.0769230769230769,0.923076923076923,"Polar"
"2592","314d82e120",0,0,0,0,8,8,0,0,1,0,0,0,0,"Tropical"
"2593","3151dbf848",15,0,0,0,0,15,1,0,0,0,0,0,1,"Polar"
"2594","31581a1b20",0,0,32,13,0,45,0,0,0,0.711111111111111,0.288888888888889,0.711111111111111,0.288888888888889,"Polar-Temperate"
"2595","316535a2af",26,0,0,0,0,26,1,0,0,0,0,0,1,"Polar"
"2596","3165cbff7a",0,31,20,0,18,69,0,0.449275362318841,0.260869565217391,0.289855072463768,0,0.739130434782609,0,"Temperate-Tropical"
"2597","3167737b7d",0,0,0,0,5,5,0,0,1,0,0,0,0,"Tropical"
"2598","31680ce93f",16,0,0,0,0,16,1,0,0,0,0,0,1,"Polar"
"2599","316a20c027",6,34,43,0,5,88,0.0681818181818182,0.386363636363636,0.0568181818181818,0.488636363636364,0,0.875,0.0681818181818182,"Cosmopolitan"
"2600","316b1aa4be",0,0,6,0,73,79,0,0,0.924050632911392,0.0759493670886076,0,0.0759493670886076,0,"Tropical"
"2601","3170dd740e",0,0,0,0,10,10,0,0,1,0,0,0,0,"Tropical"
"2602","3178cb2fbe",0,0,44,40,0,84,0,0,0,0.523809523809524,0.476190476190476,0.523809523809524,0.476190476190476,"Polar-Temperate"
"2603","3178dd7b6a",0,0,25,21,0,46,0,0,0,0.543478260869565,0.456521739130435,0.543478260869565,0.456521739130435,"Polar-Temperate"
"2604","318133c118",0,0,34,37,0,71,0,0,0,0.47887323943662,0.52112676056338,0.47887323943662,0.52112676056338,"Polar-Temperate"
"2605","3198be5bb2",9,0,0,0,0,9,1,0,0,0,0,0,1,"Polar"
"2606","319eb08602",25,0,0,0,0,25,1,0,0,0,0,0,1,"Polar"
"2607","31ab5f06ef",0,15,38,0,44,97,0,0.154639175257732,0.45360824742268,0.391752577319588,0,0.54639175257732,0,"Temperate-Tropical"
"2608","31abd8376d",0,14,0,0,0,14,0,1,0,0,0,1,0,"Temperate"
"2609","31af624909",0,12,12,0,19,43,0,0.27906976744186,0.441860465116279,0.27906976744186,0,0.558139534883721,0,"Temperate-Tropical"
"2610","31b0e42e3e",0,0,6,7,0,13,0,0,0,0.461538461538462,0.538461538461538,0.461538461538462,0.538461538461538,"Polar-Temperate"
"2611","31b44bfacc",0,6,0,0,0,6,0,1,0,0,0,1,0,"Temperate"
"2612","31b61992e2",0,0,0,5,0,5,0,0,0,0,1,0,1,"Polar"
"2613","31ca3f3417",0,0,16,7,0,23,0,0,0,0.695652173913043,0.304347826086957,0.695652173913043,0.304347826086957,"Polar-Temperate"
"2614","31cda143b6",0,10,17,0,15,42,0,0.238095238095238,0.357142857142857,0.404761904761905,0,0.642857142857143,0,"Temperate-Tropical"
"2615","31cffe7d4b",0,0,55,40,0,95,0,0,0,0.578947368421053,0.421052631578947,0.578947368421053,0.421052631578947,"Polar-Temperate"
"2616","31d09756bb",0,5,25,0,82,112,0,0.0446428571428571,0.732142857142857,0.223214285714286,0,0.267857142857143,0,"Temperate-Tropical"
"2617","31d448618e",0,0,0,6,0,6,0,0,0,0,1,0,1,"Polar"
"2618","31d6231a4a",0,6,16,0,95,117,0,0.0512820512820513,0.811965811965812,0.136752136752137,0,0.188034188034188,0,"Temperate-Tropical"
"2619","31dcfa2258",6,0,22,12,0,40,0.15,0,0,0.55,0.3,0.55,0.45,"Polar-Temperate"
"2620","31e05b8265",0,0,10,0,14,24,0,0,0.583333333333333,0.416666666666667,0,0.416666666666667,0,"Temperate-Tropical"
"2621","31e174c2b3",0,0,22,0,13,35,0,0,0.371428571428571,0.628571428571429,0,0.628571428571429,0,"Temperate-Tropical"
"2622","31e7e44813",0,0,5,0,0,5,0,0,0,1,0,1,0,"Temperate"
"2623","31ea0132ba",0,0,11,0,8,19,0,0,0.421052631578947,0.578947368421053,0,0.578947368421053,0,"Temperate-Tropical"
"2624","31f5f8789b",27,0,0,0,0,27,1,0,0,0,0,0,1,"Polar"
"2625","31ff1367cf",0,0,6,0,0,6,0,0,0,1,0,1,0,"Temperate"
"2626","3209eef796",0,21,16,0,62,99,0,0.212121212121212,0.626262626262626,0.161616161616162,0,0.373737373737374,0,"Temperate-Tropical"
"2627","320d0ccbd1",0,10,0,0,0,10,0,1,0,0,0,1,0,"Temperate"
"2628","32100101b7",0,8,0,0,0,8,0,1,0,0,0,1,0,"Temperate"
"2629","3211b04eb8",0,0,10,0,41,51,0,0,0.803921568627451,0.196078431372549,0,0.196078431372549,0,"Temperate-Tropical"
"2630","321b220825",0,5,7,0,6,18,0,0.277777777777778,0.333333333333333,0.388888888888889,0,0.666666666666667,0,"Temperate-Tropical"
"2631","321e2bedf4",0,5,0,0,0,5,0,1,0,0,0,1,0,"Temperate"
"2632","3222815143",0,54,61,0,52,167,0,0.323353293413174,0.311377245508982,0.365269461077844,0,0.688622754491018,0,"Temperate-Tropical"
"2633","3227bb2472",0,5,0,0,0,5,0,1,0,0,0,1,0,"Temperate"
"2634","322978b476",0,20,14,0,0,34,0,0.588235294117647,0,0.411764705882353,0,1,0,"Temperate"
"2635","322ef516fe",0,6,0,0,12,18,0,0.333333333333333,0.666666666666667,0,0,0.333333333333333,0,"Temperate-Tropical"
"2636","3231452c68",0,8,0,0,0,8,0,1,0,0,0,1,0,"Temperate"
"2637","32354258d4",0,0,8,0,0,8,0,0,0,1,0,1,0,"Temperate"
"2638","3248a95185",0,0,0,0,6,6,0,0,1,0,0,0,0,"Tropical"
"2639","3251553443",0,9,11,0,23,43,0,0.209302325581395,0.534883720930233,0.255813953488372,0,0.465116279069767,0,"Temperate-Tropical"
"2640","325edc890a",0,19,32,0,38,89,0,0.213483146067416,0.426966292134831,0.359550561797753,0,0.573033707865168,0,"Temperate-Tropical"
"2641","3262b2ac3d",0,11,18,0,29,58,0,0.189655172413793,0.5,0.310344827586207,0,0.5,0,"Temperate-Tropical"
"2642","3263b1ad08",0,16,0,0,0,16,0,1,0,0,0,1,0,"Temperate"
"2643","3264bfb337",0,0,6,0,14,20,0,0,0.7,0.3,0,0.3,0,"Temperate-Tropical"
"2644","32669e4c20",0,6,0,0,0,6,0,1,0,0,0,1,0,"Temperate"
"2645","327043dc51",0,0,0,0,5,5,0,0,1,0,0,0,0,"Tropical"
"2646","3272f3757f",0,0,0,0,11,11,0,0,1,0,0,0,0,"Tropical"
"2647","327927c052",47,26,0,0,0,73,0.643835616438356,0.356164383561644,0,0,0,0.356164383561644,0.643835616438356,"Polar-Temperate"
"2648","3279a3d179",66,0,0,0,0,66,1,0,0,0,0,0,1,"Polar"
"2649","327bcc55b7",0,6,25,0,0,31,0,0.193548387096774,0,0.806451612903226,0,1,0,"Temperate"
"2650","328485c9c7",0,0,6,12,0,18,0,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,"Polar-Temperate"
"2651","3284fcb325",0,0,5,0,0,5,0,0,0,1,0,1,0,"Temperate"
"2652","328a031892",0,0,20,15,0,35,0,0,0,0.571428571428571,0.428571428571429,0.571428571428571,0.428571428571429,"Polar-Temperate"
"2653","329240550e",0,0,0,0,36,36,0,0,1,0,0,0,0,"Tropical"
"2654","32a151ce87",0,0,0,18,0,18,0,0,0,0,1,0,1,"Polar"
"2655","32ae1fcf7c",30,0,0,0,0,30,1,0,0,0,0,0,1,"Polar"
"2656","32afdd3bb3",0,7,0,0,0,7,0,1,0,0,0,1,0,"Temperate"
"2657","32bb00b193",0,5,0,0,0,5,0,1,0,0,0,1,0,"Temperate"
"2658","32bbc55cc9",0,0,9,9,0,18,0,0,0,0.5,0.5,0.5,0.5,"Polar-Temperate"
"2659","32bec51f46",0,5,0,0,0,5,0,1,0,0,0,1,0,"Temperate"
"2660","32c327a7b8",0,11,0,0,0,11,0,1,0,0,0,1,0,"Temperate"
"2661","32c35f1c46",0,6,0,0,0,6,0,1,0,0,0,1,0,"Temperate"
"2662","32c710559e",58,0,43,49,0,150,0.386666666666667,0,0,0.286666666666667,0.326666666666667,0.286666666666667,0.713333333333333,"Polar-Temperate"
"2663","32c802b9e6",0,0,19,21,0,40,0,0,0,0.475,0.525,0.475,0.525,"Polar-Temperate"
"2664","32cb5f5aa4",0,0,5,0,0,5,0,0,0,1,0,1,0,"Temperate"
"2665","32cdf15309",0,35,30,0,66,131,0,0.267175572519084,0.50381679389313,0.229007633587786,0,0.49618320610687,0,"Temperate-Tropical"
"2666","32d8fb4d26",0,7,6,0,54,67,0,0.104477611940299,0.805970149253731,0.0895522388059701,0,0.194029850746269,0,"Temperate-Tropical"
"2667","32dad85b51",12,10,23,0,6,51,0.235294117647059,0.196078431372549,0.117647058823529,0.450980392156863,0,0.647058823529412,0.235294117647059,"Cosmopolitan"
"2668","32dc266b2b",0,0,17,10,0,27,0,0,0,0.62962962962963,0.37037037037037,0.62962962962963,0.37037037037037,"Polar-Temperate"
"2669","32e0762b4f",0,0,6,0,0,6,0,0,0,1,0,1,0,"Temperate"
"2670","32e22d0247",0,12,0,0,0,12,0,1,0,0,0,1,0,"Temperate"
"2671","32f8d21103",0,7,27,0,101,135,0,0.0518518518518519,0.748148148148148,0.2,0,0.251851851851852,0,"Temperate-Tropical"
"2672","32ffd48f9a",0,0,9,0,0,9,0,0,0,1,0,1,0,"Temperate"
"2673","32fffa2af3",0,0,38,25,0,63,0,0,0,0.603174603174603,0.396825396825397,0.603174603174603,0.396825396825397,"Polar-Temperate"
"2674","3305df4023",9,7,0,0,0,16,0.5625,0.4375,0,0,0,0.4375,0.5625,"Polar-Temperate"
"2675","3313d90dc9",9,0,0,0,0,9,1,0,0,0,0,0,1,"Polar"
