ScientificName;AphiaID;Trophy;typeMX;source;dataType;Kingdom;Phylum;Class;Order;Family;Genus;Species
Katablepharis remigera;627117;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Cryptophyta;Cryptophyta incertae sedis;NA;Katablepharidaceae;Katablepharis;remigera
Leucocryptos marina;119077;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Cryptophyta;Cryptophyta incertae sedis;NA;Katablepharidaceae;Leucocryptos;marina
Anabaena baltica;177635;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Anabaena;baltica
Anabaena cylindrica;177649;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Anabaena;cylindrica
Anabaena inaequalis;177659;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Anabaena;inaequalis
Anabaena oscillarioides;239061;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Anabaena;oscillarioides
Anabaena torulosa;146714;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Anabaena;torulosa
Anabaenopsis elenkinii;345457;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Aphanizomenonaceae;Anabaenopsis;elenkinii
Anagnostidinema amphibium;1313613;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Oscillatoriales;Coleofasciculaceae;Anagnostidinema;amphibium
Anathece bachmannii;624957;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Anathece;bachmannii
Anathece clathrata;699619;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Anathece;clathrata
Anathece minutissima;624955;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Anathece;minutissima
Anathece smithii;624960;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Anathece;smithii
Aphanizomenon flosaquae;609460;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Aphanizomenon;flosaquae
Aphanizomenon gracile;248100;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Aphanizomenon;gracile
Aphanizomenon hungaricum;578448;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Aphanizomenon;hungaricum
Aphanizomenon klebahnii;625385;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Aphanizomenon;klebahnii
Aphanizomenon skujae;592876;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Aphanizomenon;skujae
Aphanizomenon yezoense;659901;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Aphanizomenon;yezoense
Aphanocapsa delicatissima;146563;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Aphanocapsa;delicatissima
Aphanocapsa elachista;146564;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Aphanocapsa;elachista
Aphanocapsa holsatica;146647;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Aphanocapsa;holsatica
Aphanocapsa incerta;162668;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Aphanocapsa;incerta
Aphanocapsa planctonica;162672;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Aphanocapsa;planctonica
Aphanocapsa reinboldii;162673;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Aphanocapsa;reinboldii
Aphanocapsa rivularis;162675;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Aphanocapsa;rivularis
Aphanothece castagnei;162683;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Aphanothecaceae;Aphanothece;castagnei
Aphanothece paralleliformis;624961;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Aphanothecaceae;Aphanothece;paralleliformis
Aphanothece stagnina;162694;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Aphanothecaceae;Aphanothece;stagnina
Chroococcus aphanocapsoides;162696;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Chroococcaceae;Chroococcus;aphanocapsoides
Chroococcus cumulatus;162699;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Chroococcaceae;Chroococcus;cumulatus
Chroococcus dispersus;146569;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Chroococcaceae;Chroococcus;dispersus
Chroococcus distans;162704;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Chroococcaceae;Chroococcus;distans
Chroococcus minimus;162714;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Chroococcaceae;Chroococcus;minimus
Chroococcus minor;146614;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Chroococcaceae;Chroococcus;minor
Chroococcus minutus;146567;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Chroococcaceae;Chroococcus;minutus
Chroococcus turgidus;146566;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Chroococcaceae;Chroococcus;turgidus
Coelomoron pusillum;160569;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Coelomoron;pusillum
Coelosphaerium dubium;146575;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Coelosphaerium;dubium
Coelosphaerium kuetzingianum;177100;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Coelosphaerium;kuetzingianum
Coelosphaerium minutissimum;146619;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Coelosphaerium;minutissimum
Coelosphaerium subarcticum;177103;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Coelosphaerium;subarcticum
Cuspidothrix issatschenkoi;621617;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Cuspidothrix;issatschenkoi
Cyanocatena imperfecta;622903;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Cyanocatena;imperfecta
Cyanodictyon balticum;707720;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Cyanodictyon;balticum
Cyanodictyon iac;612428;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Cyanodictyon;iac
Cyanodictyon planctonicum;177112;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Cyanodictyon;planctonicum
Cyanodictyon reticulatum;177113;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Cyanodictyon;reticulatum
Cyanodictyon tubiforme;614743;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Cyanodictyon;tubiforme
Cyanonephron styloides;177122;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Cyanonephron;styloides
Dolichospermum affine;625363;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Dolichospermum;affine
Dolichospermum crassum;625368;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Dolichospermum;crassum
Dolichospermum flosaquae;623803;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Dolichospermum;flosaquae
Dolichospermum heterosporum;625371;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Dolichospermum;heterosporum
Dolichospermum lemmermannii;625374;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Dolichospermum;lemmermannii
Dolichospermum macrosporum;625403;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Dolichospermum;macrosporum
Dolichospermum planctonicum;625407;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Dolichospermum;planctonicum
Dolichospermum sigmoideum;625408;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Dolichospermum;sigmoideum
Dolichospermum smithii;625409;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Dolichospermum;smithii
Dolichospermum spiroides;625411;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Dolichospermum;spiroides
Eucapsis alpina;177126;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Eucapsis;alpina
Eucapsis microscopica;1315861;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Eucapsis;microscopica
Eucapsis minuta;177128;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Eucapsis;minuta
Gloeotrichia echinulata;409630;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Gloeotrichiaceae;Gloeotrichia;echinulata
Gomphosphaeria aponina;146572;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Gomphosphaeriaceae;Gomphosphaeria;aponina
Gomphosphaeria salina;177136;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Gomphosphaeriaceae;Gomphosphaeria;salina
Kamptonema chlorinum;840966;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Oscillatoriales;Microcoleaceae;Kamptonema;chlorinum
Lemmermanniella pallida;177140;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Lemmermanniella;pallida
Lemmermanniella parva;177155;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Lemmermanniella;parva
Limnococcus limneticus;576250;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Chroococcaceae;Limnococcus;limneticus
Limnothrix planctonica;177507;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Pseudanabaenaceae;Limnothrix;planctonica
Limnothrix redekei;177508;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Pseudanabaenaceae;Limnothrix;redekei
Lyngbya aestuarii;157084;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Oscillatoriales;Oscillatoriaceae;Lyngbya;aestuarii
Merismopedia elegans;177158;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Merismopedia;elegans
Merismopedia glauca;146578;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Merismopedia;glauca
Merismopedia punctata;146577;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Merismopedia;punctata
Merismopedia tenuissima;146576;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Merismopedia;tenuissima
Merismopedia warmingiana;146546;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Merismopedia;warmingiana
Microcystis aeruginosa;146558;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystaceae;Microcystis;aeruginosa
Microcystis flos aquae;146560;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystaceae;Microcystis;flos-aquae
Microcystis ichthyoblabe;177245;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystaceae;Microcystis;ichthyoblabe
Microcystis novacekii;177252;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystaceae;Microcystis;novacekii
Microcystis viridis;177400;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystaceae;Microcystis;viridis
Microcystis wesenbergii;146561;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystaceae;Microcystis;wesenbergii
Nodularia baltica;657648;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Nodularia;baltica
Nodularia harveyana;178477;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Nodularia;harveyana
Nodularia litorea;625438;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Nodularia;litorea
Nodularia spumigena;160566;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Nodularia;spumigena
Oscillatoria limosa;146554;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Oscillatoriales;Oscillatoriaceae;Oscillatoria;limosa
Pannus spumosus;177428;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Pannus;spumosus
Planktolyngbya contorta;177572;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Leptolyngbyaceae;Planktolyngbya;contorta
Planktolyngbya lacustris;177574;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Leptolyngbyaceae;Planktolyngbya;lacustris
Planktolyngbya limnetica;177576;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Leptolyngbyaceae;Planktolyngbya;limnetica
Planktothrix agardhii;146552;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Oscillatoriales;Phormidiaceae;Planktothrix;agardhii
Planktothrix mougeotii;177583;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Oscillatoriales;Phormidiaceae;Planktothrix;mougeotii
Pseudanabaena acicularis;577876;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Pseudanabaenaceae;Pseudanabaena;acicularis
Pseudanabaena limnetica;177590;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Pseudanabaenaceae;Pseudanabaena;limnetica
Pseudanabaena mucicola;177592;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Pseudanabaenaceae;Pseudanabaena;mucicola
Radiocystis geminata;177431;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystaceae;Radiocystis;geminata
Rhabdoderma lineare;177447;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Rhabdoderma;lineare
Snowella atomus;177464;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Snowella;atomus
Snowella fennica;177465;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Snowella;fennica
Snowella lacustris;146645;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Snowella;lacustris
Snowella litoralis;177473;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Snowella;litoralis
Snowella septentrionalis;177480;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Snowella;septentrionalis
Spirulina major;660933;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Spirulinales;Spirulinaceae;Spirulina;major
Spirulina subsalsa;660753;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Spirulinales;Spirulinaceae;Spirulina;subsalsa
Trichodesmium erythraeum;660919;phytoplankton;NA;RWS;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Oscillatoriales;Phormidiaceae;Trichodesmium;erythraeum
Tychonema bourrellyi;615642;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Oscillatoriales;Phormidiaceae;Tychonema;bourrellyi
Woronichinia compacta;177484;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Gomphosphaeriaceae;Woronichinia;compacta
Woronichinia elorantae;177489;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Gomphosphaeriaceae;Woronichinia;elorantae
Woronichinia fusca;177490;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Gomphosphaeriaceae;Woronichinia;fusca
Woronichinia karelica;177492;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Gomphosphaeriaceae;Woronichinia;karelica
Woronichinia naegeliana;146618;phytoplankton;NA;Helcom;routineMonitoring;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Gomphosphaeriaceae;Woronichinia;naegeliana
Apedinella radians;248097;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Dictyochophyceae;Pedinellales;Pedinellaceae;Apedinella;radians
Dictyocha fibula;157463;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Dictyochophyceae;Dictyochales;Dictyochaceae;Dictyocha;fibula
Dictyocha speculum;157260;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Dictyochophyceae;Dictyochales;Dictyochaceae;Dictyocha;speculum
Pseudochattonella farcimen;531467;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Dictyochophyceae;Florenciellales;Florenciellales incertae sedis;Pseudochattonella;farcimen
Pseudochattonella verruculosa;531446;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Dictyochophyceae;Florenciellales;Florenciellales incertae sedis;Pseudochattonella;verruculosa
Pseudopedinella elastica;248149;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Dictyochophyceae;Pedinellales;Pedinellaceae;Pseudopedinella;elastica
Pseudopedinella pyriformis;160600;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Dictyochophyceae;Pedinellales;Pedinellaceae;Pseudopedinella;pyriformis
Pseudopedinella thomsenii;388485;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Dictyochophyceae;Pedinellales;Pedinellaceae;Pseudopedinella;thomsenii
Moestrupia oblonga;625975;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinoflagellata incertae sedis;NA;NA;Moestrupia;oblonga
Stoeckeria algicida;838270;protozooplankton;NA;Jeong et al. 2005;paper;Chromista;Myzozoa;Dinoflagellata incertae sedis;NA;NA;Stoeckeria;algicida
Abedinium dasypus;233177;protozooplankton;NA;Saburova et al. 2013;paper;Chromista;Myzozoa;Dinophyceae;Noctilucales;Noctilucaceae;Abedinium;dasypus
Achradina pulchra;109716;phytoplankton;NA;Gomez 2017;scientific cruise;Chromista;Myzozoa;Dinophyceae;Amphilothales;Amphilothaceae;Achradina;pulchra
Actiniscus pentasterias;109717;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Actiniscales;Actiniscaceae;Actiniscus;pentasterias
Adenoides eludens;110069;protozooplankton;NA;Hoppenrath et al. 2003;scientific cruise;Chromista;Myzozoa;Dinophyceae;Peridiniales;Peridiniida incertae sedis;Adenoides;eludens
Akashiwo sanguinea;232546;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Akashiwo;sanguinea
Alexandrium affine;109707;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Alexandrium;affine
Alexandrium andersonii;246835;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Alexandrium;andersonii
Alexandrium catenella;231873;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Alexandrium;catenella
Alexandrium hiranoi;233440;phytoplankton;NA;Lim et al. 2019;scientific cruise;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Alexandrium;hiranoi
Alexandrium leei;109710;phytoplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Alexandrium;leei
Alexandrium margalefii;233447;phytoplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Alexandrium;margalefii
Alexandrium minutum;109711;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Alexandrium;minutum
Alexandrium ostenfeldii;109712;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Alexandrium;ostenfeldii
Alexandrium pohangense;1016737;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Alexandrium;pohangense
Alexandrium pseudogonyaulax;109713;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Alexandrium;pseudogonyaulax
Alexandrium tamarense;109714;mixoplankton;CM;Jeong et al. 2005;paper;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Alexandrium;tamarense
Amoebophrya;109448;protozooplankton;NA;Kim and Park 2014;paper;Chromista;Myzozoa;Dinophyceae;Syndiniales;Amoebophryaceae;Amoebophrya;NA
Amphidiniella sedentaria;233845;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Peridiniales;Peridiniida incertae sedis;Amphidiniella;sedentaria
Amphidinium carterae;109723;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Amphidiniales;Amphidiniaceae;Amphidinium;carterae
Amphidinium crassum;109726;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Amphidiniales;Amphidiniaceae;Amphidinium;crassum
Amphidinium cryophilum;612870;mixoplankton;CM;Wilcox and Wedemeyer 1991;paper;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;cryophilum
Amphidinium herdmanii;109731;phytoplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Amphidiniales;Amphidiniaceae;Amphidinium;herdmanii
Amphidinium incoloratum;109733;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Amphidiniales;Amphidiniaceae;Amphidinium;incoloratum
Amphidinium longum;109741;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Amphidiniales;Amphidiniaceae;Amphidinium;longum
Amphidinium operculatum;109745;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Amphidiniales;Amphidiniaceae;Amphidinium;operculatum
Amphidinium sphenoides;109754;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Amphidiniales;Amphidiniaceae;Amphidinium;sphenoides
Amphidoma acuminata;233194;phytoplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Dinophyceae incertae sedis;Amphidomataceae;Amphidoma;acuminata
Amphisolenia;109459;mixoplankton;eSNCM;Leles et al. 2017;review;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Amphisoleniaceae;Amphisolenia;NA
Amylax buxus;233480;mixoplankton;pSNCM;Kim and Park 2014;scientific cruise;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Amylax;buxus
Amylax triacantha;110007;mixoplankton;pSNCM;Leles et al. 2017;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Amylax;triacantha
Amylax triacantha var  buxus;846758;mixoplankton;pSNCM;Koike et al. 2008;paper;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Amylax;triacantha
