ScientificName;AphiaID;Trophy;typeMX;source;dataType;Kingdom;Phylum;Class;Order;Family;Genus;Species
Amylax triacantha var  triacantha;1304620;mixoplankton;pSNCM;Koike et al. 2008;paper;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Amylax;triacantha
Ansanella granifera;840753;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Suessiales;Suessiaceae;Ansanella;granifera
Archaeperidinium minutum;624607;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Peridiniida incertae sedis;Archaeperidinium;minutum
Azadinium spinosum;391509;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Dinophyceae incertae sedis;Amphidomataceae;Azadinium;spinosum
Barrufeta bravensis;624500;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Barrufeta;bravensis
Barrufeta resplendens;1371463;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Barrufeta;resplendens
Biecheleria baltica;626297;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Suessiales;Biecheleriaceae;Biecheleria;baltica
Biecheleria cincta;840029;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Suessiales;Biecheleriaceae;Biecheleria;cincta
Bispinodinium angelaceum;839135;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Dinophyceae incertae sedis;NA;Bispinodinium;angelaceum
Blixaea quinquecornis;1360848;mixoplankton;eSNCM;Horiguchi and Takano 2006;scientific cruise;Chromista;Myzozoa;Dinophyceae;Peridiniales;Kryptoperidiniaceae;Blixaea;quinquecornis
Citharistes;109461;mixoplankton;eSNCM;Leles et al. 2017;review;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Citharistes;NA
Cochlodinium helicoides;109766;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Cochlodinium;helicoides
Cochlodinium pupa;109773;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Cochlodinium;pupa
Coolia monotis;110130;phytoplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Coolia;monotis
Corythodinium curvicaudatum;233754;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Oxytoxaceae;Corythodinium;curvicaudatum
Dicroerisma psilonereiella;232110;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Actiniscales;Actiniscaceae;Dicroerisma;psilonereiella
Dinophysis acuminata;109603;mixoplankton;pSNCM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;acuminata
Dinophysis acuta;109604;mixoplankton;pSNCM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;acuta
Dinophysis braarudii;627652;protozooplankton;NA;Jensen and Daugbjerg 2009;paper;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;braarudii
Dinophysis caudata;109612;mixoplankton;pSNCM;Nishitani et al. 2008a;paper;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;caudata
Dinophysis dens;109616;mixoplankton;pSNCM;Moita et al. 2006;paper;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;dens
Dinophysis fortii;109624;mixoplankton;pSNCM;Ishimaru et al. 1988;paper;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;fortii
Dinophysis hastata;109627;protozooplankton;NA;Hansen 1991;paper;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;hastata
Dinophysis infundibulus;109629;mixoplankton;pSNCM;Nishitani et al. 2008;paper;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;infundibulum
Dinophysis miles;232209;mixoplankton;pSNCM;Qiu et al. 2011;paper;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;miles
Dinophysis norvegica;109637;mixoplankton;pSNCM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;norvegica
Dinophysis odiosa;109638;protozooplankton;NA;Jensen and Daugbjerg 2009;paper;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;odiosa
Dinophysis ovum;646201;mixoplankton;pSNCM;Harred and Campbell 2014;paper;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;ovum
Dinophysis pusilla;109652;protozooplankton;NA;Jensen and Daugbjerg 2009;paper;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;pusilla
Dinophysis sacculus;232261;mixoplankton;pSNCM;Zingone et al. 1998;paper;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;sacculus
Dinophysis schuettii;109657;protozooplankton;NA;Jensen and Daugbjerg 2009;paper;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;schuettii
Dinophysis tripos;109662;mixoplankton;pSNCM;Rodriguez et al. 2012;paper;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;tripos
Diplopelta pusilla;110134;protozooplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Protoperidiniaceae;Diplopelta;pusilla
Diplopsalis lenticula;110001;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Protoperidiniaceae;Diplopsalis;lenticula
Diplopsalopsis bomba;155560;protozooplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Protoperidiniaceae;Diplopsalopsis;bomba
Diplopsalopsis latipeltata;110138;protozooplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Protoperidiniaceae;Diplopsalopsis;latipeltata
Diplopsalopsis orbicularis;110139;protozooplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Protoperidiniaceae;Diplopsalopsis;orbicularis
Dissodinium pseudocalani;110324;phytoplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Pyrocystales;Pyrocystaceae;Dissodinium;pseudocalani
Dissodinium pseudolunula;110325;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Pyrocystales;Pyrocystaceae;Dissodinium;pseudolunula
Durinskia baltica;248118;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Kryptoperidiniaceae;Durinskia;baltica
Fragilidium duplocampanaeforme;623961;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Pyrophacaceae;Fragilidium;duplocampanaeforme
Fragilidium heterolobum;232611;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Pyrophacaceae;Fragilidium;heterolobum
Fragilidium mexicanum;573696;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Pyrophacaceae;Fragilidium;mexicanum
Fragilidium subglobosum;109705;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Pyrophacaceae;Fragilidium;subglobosum
Gambierdiscus toxicus;233382;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Gambierdiscus;toxicus
Glenodinium paululum;110149;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Peridiniaceae;Glenodinium;paululum
Gonyaulax ceratocoroides;845296;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;spinifera
Gonyaulax diegensis;110014;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;diegensis
Gonyaulax digitale;110015;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;digitale
Gonyaulax polygramma;110035;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;polygramma
Gonyaulax rugosum;110038;phytoplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;rugosum
Gonyaulax scrippsae;110039;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;scrippsae
Gonyaulax spinifera;110041;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;spinifera
Gonyaulax verior;110045;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;verior
Grammatodinium tongyeonginum;1306117;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Gonyaulacales familia incertae sedis;Grammatodinium;tongyeonginum
Gymnodinium acuminatum;615560;phytoplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;acuminatum
Gymnodinium albulum;249714;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;albulum
Gymnodinium aureolum;232716;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;aureolum
Gymnodinium catenatum;109784;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;catenatum
Gymnodinium corollarium;623645;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;corollarium
Gymnodinium elongatum;109791;protozooplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;elongatum
Gymnodinium gracile;109800;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;gracile
Gymnodinium gracilentum;232772;mixoplankton;pSNCM;Leles et al. 2017;review;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;gracilentum
Gymnodinium heterostriatum;232778;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;heterostriatum
Gymnodinium impudicum;232785;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;impudicum
Gymnodinium lantzschii;109807;phytoplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;lantzschii
Gymnodinium marinum;109811;protozooplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;marinum
Gymnodinium ostenfeldii;109819;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;ostenfeldii
Gymnodinium simplex;109831;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;simplex
Gymnodinium smaydae;836999;mixoplankton;CM;Lee et al. 2014;paper;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;smaydae
Gymnodinium stellatum;232869;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;stellatum
Gymnodinium venator;547469;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;venator
Gymnodinium verruculosum;232880;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;verruculosum
Gyrodinium britannicum;109843;protozooplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;britannicum
Gyrodinium calyptoglyphe;109844;protozooplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;calyptoglyphe
Gyrodinium crassum;109849;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;crassum
Gyrodinium dominans;109851;protozooplankton;NA;Nakamura et al. 1992;paper;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;dominans
Gyrodinium flagellare;109854;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;flagellare
Gyrodinium fusiforme;109856;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;fusiforme
Gyrodinium helveticum;639206;protozooplankton;NA;Popovsky 1982;scientific cruise;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;helveticum
Gyrodinium heterogrammum;232953;protozooplankton;NA;Larsen 1996;scientific cruise;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;heterogrammum
Gyrodinium lachryma;109859;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;lachryma
Gyrodinium linguliferum;109860;protozooplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;linguliferum
Gyrodinium pingue;109872;protozooplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;pingue
Gyrodinium rubrum;628278;protozooplankton;NA;Takano and Horiguchi 2004;scientific cruise;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;rubrum
Gyrodinium spirale;109876;protozooplankton;NA;Hansen 1992;paper;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;spirale
Herdmania litoralis;109894;protozooplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Ptychodiscaceae;Herdmania;litoralis
Heterocapsa arctica subsp  frigida;688227;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;arctica
Heterocapsa circularisquama;233610;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;circularisquama
Heterocapsa lanceolata;233615;phytoplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;lanceolata
Heterocapsa minima;233619;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;minima
Heterocapsa niei;233620;mixoplankton;CM;Loeder et al. 2012;paper;Chromista;Myzozoa;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;niei
Heterocapsa rotundata;110152;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;rotundata
Heterocapsa triquetra;110153;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;triquetra
Histioneis;109463;mixoplankton;eSNCM;Leles et al. 2017;review;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Histioneis;NA
Ichthyodinium chabelardi;562992;protozooplankton;NA;Hollande 1952;paper;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Ichthyodinium;chabelardi
Islandinium tricingulatum;839791;protozooplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Protoperidiniaceae;Islandinium;tricingulatum
Kapelodinium vestifici;1368615;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Torodiniales;Kapelodiniaceae;Kapelodinium;vestifici
Karenia brevis;233015;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Brachidiniaceae;Karenia;brevis
Karenia mikimotoi;233024;mixoplankton;CM;Zhang et al. 2011;paper;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Brachidiniaceae;Karenia;mikimotoi
Karenia papilionacea;246593;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Brachidiniaceae;Karenia;papilionacea
Karlodinium armiger;370510;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Kareniaceae;Karlodinium;armiger
Karlodinium veneficum;233037;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Kareniaceae;Karlodinium;veneficum
Katodinium asymmetricum;109882;protozooplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Tovelliales;Tovelliaceae;Katodinium;asymmetricum
Kofoidinium velleloides;109920;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Noctilucales;Kofoidiniaceae;Kofoidinium;velleloides
Kryptoperidinium foliaceum;110154;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Peridiniaceae;Kryptoperidinium;foliaceum
Lepidodinium chlorophorum;345481;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Lepidodinium;chlorophorum
Lessardia elongata;232703;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Lessardiaceae;Lessardia;elongata
Levanderina fissa;840689;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Dinophyceae incertae sedis;NA;Levanderina;fissa
Lingulodinium polyedra;233592;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Lingulodinium;polyedra
Margalefidinium polykrikoides;990876;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Margalefidinium;polykrikoides
Mesoporos perforatus;232516;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Prorocentrales;Prorocentraceae;Mesoporos;perforatus
Micracanthodinium claytonii;109992;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Cladopyxidaceae;Micracanthodinium;claytonii
Nematodinium armatum;109907;protozooplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Warnowiaceae;Nematodinium;armatum
Nematopsides vigilans;547527;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Warnowiaceae;Nematopsides;vigilans
Noctiluca scintillans  green;109921;mixoplankton;eSNCM;Harrison et al. 2011;paper;Chromista;Myzozoa;Dinophyceae;Noctilucales;Noctilucaceae;Noctiluca;scintillans
Noctiluca scintillans  red;109921;protozooplankton;NA;Harrison et al. 2011;paper;Chromista;Myzozoa;Dinophyceae;Noctilucales;Noctilucaceae;Noctiluca;scintillans
Nusuttodinium poecilochroum;840906;mixoplankton;pSNCM;Drumm et al. 2017;paper;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Nusuttodinium;poecilochroum
Oblea acanthocysta;656295;protozooplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Protoperidiniaceae;Oblea;acanthocysta
Oblea rotunda;110155;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Protoperidiniaceae;Oblea;rotunda
Ornithocercus;109464;mixoplankton;eSNCM;Leles et al. 2017;review;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Ornithocercus;NA
Ostreopsis heptagona;233707;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Ostreopsis;heptagona
Ostreopsis labens;233708;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Ostreopsis;labens
Ostreopsis lenticularis;231881;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Ostreopsis;lenticularis
Ostreopsis mascarenensis;233711;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Ostreopsis;mascarenensis
Ostreopsis ovata;110068;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Ostreopsis;ovata
Ostreopsis siamensis;233712;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Ostreopsis;siamensis
Oxyrrhis marina;109902;protozooplankton;NA;Jeong et al. 2007;paper;Chromista;Myzozoa;Dinophyceae;Oxyrrhinales;Oxyrrhinaceae;Oxyrrhis;marina
Oxytoxum criophilum;233857;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Oxytoxaceae;Oxytoxum;criophilum
Oxytoxum mediterraneum;110102;protozooplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Oxytoxaceae;Oxytoxum;mediterraneum
Paragymnodinium shiwhaense;761431;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Paragymnodinium;shiwhaense
Parvodinium inconspicuum;838487;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Peridiniaceae;Parvodinium;inconspicuum
Paulsenella chaetoceratis;109575;phytoplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Coccidiniales;Chytriodiniaceae;Paulsenella;chaetoceratis
Pentapharsodinium dalei;109925;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Peridiniaceae;Pentapharsodinium;dalei
